"tr_header","tr_header 2","tr_header 3","tr_header 4","tr_header 5","tr_header 6","tr_header 7","table_infogrid","table_infogrid 2","table_infogrid 3","table_infogrid 4","table_infogrid 5","table_infogrid 6","table_infogrid 7","table_infogrid 8","table_infogrid 9","table_infogrid 10","table_infogrid 11","table_infogrid 12","table_infogrid 13","table_infogrid 14","table_infogrid 15","table_infogrid 16","table_infogrid 17","table_infogrid 18","table_infogrid_title","table_infogrid 19","table_infogrid 20","table_infogrid 21","table_infogrid 22","table_infogrid 23","table_infogrid 24","table_infogrid 25","table_infogrid 26","table_infogrid 27","table_infogrid 28","table_infogrid 29"
"18784","Brown, Bruce","75","M","Montreal","QC","CAN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:31","0:49:11","1:13:59","1:39:57","1:45:33","2:06:00","2:33:48","3:03:19","3:34:29","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:08:41","3:47:40","14962","9900","1"
"20328","Krajewski, Philip","77","M","Eastport","ME","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:26:25","0:52:08","1:17:57","1:43:56","1:49:34","2:10:14","2:37:50","3:07:13","3:35:52","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:08:43","3:48:29","15136","9970","2"
"22986","Morey, Jeff","75","M","Cornelius","NC","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:26:51","0:54:57","1:21:45","1:50:03","1:56:00","2:19:29","2:49:13","3:20:39","3:48:52","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:09:13","4:01:17","17611","11070","3"
"21492","Lacasse, Gilles","76","M","Cap-Santé","QC","CAN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:27:24","0:54:53","1:23:00","1:52:22","1:58:36","2:22:28","2:54:27","3:27:10","3:57:36","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:09:33","4:10:05","18817","11569","4"
"20536","Kim, Myung Joon","79","M","Los Angeles","CA","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:27:47","0:56:13","1:25:43","1:55:10","2:01:12","2:23:22","2:54:03","3:26:00","3:58:08","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:09:39","4:12:56","19193","11741","5"
"23369","Grundstrom, Wayne","75","M","White Bear Lake","MN","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:28:40","0:58:07","1:28:29","1:58:42","2:05:23","2:29:01","3:00:07","3:31:37","4:02:24","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:09:46","-","4:15:52","19545","11895"
"23433","Blackman, Lawrence","77","M","Denver","CO","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:29:47","0:59:53","1:30:38","2:01:00","2:07:50","2:31:41","3:02:59","3:34:22","4:03:31","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:09:46","4:15:53","19547","11896","7"
"23407","Simpson, Ronnie","76","M","Houston","GBR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:27:29","0:55:20","1:23:56","1:53:22","1:59:47","2:23:22","2:55:16","3:28:54","4:01:45","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:09:47","4:16:25","19599","11923","8"
"23405","Taylor, James","75","M","Easton","MD","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:29:15","0:59:14","1:29:29","1:59:56","2:06:34","2:31:10","3:03:43","3:36:53","4:09:05","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:10:03","4:23:19","20344","12235","9"
"23234","Haffey, William","75","M","Torrance","CA","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:27:34","0:55:51","1:27:25","1:57:04","2:03:21","2:26:39","2:58:37","3:34:43","4:08:21","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:10:05","4:24:06","20419","12266","10"
"23514","Byrd, John","75","M","Clinton","TN","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:28:35","0:57:35","1:26:21","1:56:04","2:02:32","2:25:57","2:57:58","3:34:22","4:14:01","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:10:24","4:32:27","21153","12594","11"
"23651","Smith, Sherman","77","M","Ogden","UT","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:28:50","0:57:10","1:26:25","1:57:50","2:04:22","2:28:47","3:02:21","3:42:47","4:22:55","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:10:38","4:38:30","21680","12830","12"
"23575","Mairano, Frank","75","M","Boston","MA","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:29:53","1:00:57","1:32:36","2:04:24","2:11:18","2:36:05","3:12:28","3:49:09","4:24:50","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:10:44","4:41:17","21896","12928","13"
"23750","Goaslind, Gary","78","M","Kaysville","UT","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:26:49","0:54:38","1:22:46","1:53:03","1:59:32","2:24:22","2:58:40","3:38:55","4:22:10","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:10:49","4:43:30","22056","13003","14"
"15756","Gould, Christopher","78","M","Durham","NC","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:29:33","0:59:30","1:29:45","2:01:17","2:07:43","2:31:04","3:04:01","3:39:13","4:21:06","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:10:49","4:43:34","22061","13005","15"
"23768","Zucker, Clayton (zeke)","78","M","Brunswick","ME","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:29:50","1:01:01","1:32:36","2:05:08","2:11:56","2:37:23","3:13:29","3:51:21","4:28:13","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:10:50","4:43:51","22076","13011","16"
"23547","Goetsch, Otto","75","M","9220 Bischofszell","SUI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:27:15","0:55:44","1:25:15","1:56:22","2:03:24","2:29:44","3:06:45","3:46:17","4:27:05","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:10:54","4:45:25","22171","13058","17"
"1968","Burfoot, Amby","75","M","Mystic","CT","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:32:34","1:06:44","1:42:24","2:16:19","2:23:36","2:50:30","3:26:06","4:02:00","4:35:27","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:11:06","4:51:00","22536","13232","18"
"23826","Towle, Ned","76","M","Hastings On Hudson","NY","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:32:53","1:06:23","1:40:07","2:15:17","2:22:25","2:48:44","3:23:25","4:01:07","4:35:48","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:11:06","4:51:01","22540","13235","19"
"23657","Lee, Chihoon","79","M","Lauderhill","FL","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:31:03","1:02:59","1:36:04","2:09:52","2:17:18","2:44:28","3:20:53","3:57:32","4:34:58","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:11:07","4:51:24","22571","13245","20"
"23010","Lennox, Scott","75","M","Hopkinton","MA","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:31:46","1:03:22","1:35:07","2:06:39","2:13:30","2:38:44","3:13:16","3:55:47","4:38:57","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:11:17","4:55:34","22797","13349","21"
"15846","Kanaracus, Stavros","77","M","Lowell","MA","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:32:15","1:04:28","1:37:38","2:11:19","2:18:42","2:47:19","3:24:59","4:03:45","4:40:54","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:11:18","4:55:57","22819","13362","22"
